movement_id,product_id,movement_type,quantity_change,reference_id,movement_date,unit_cost,notes,_loaded_at
INV-0000415,PROD-0014,sale,-3,ORD-000239,2024-05-25,75.23,Sale from order ORD-000239,2026-04-28T19:39:28.657143
INV-0000416,PROD-0019,sale,-4,ORD-000329,2024-10-14,108.79,Sale from order ORD-000329,2026-04-28T19:39:28.657148
INV-0000417,PROD-0002,sale,-1,ORD-000233,2025-04-17,60.12,Sale from order ORD-000233,2026-04-28T19:39:28.657156
INV-0000418,PROD-0015,sale,-2,ORD-000916,2024-09-01,94.37,Sale from order ORD-000916,2026-04-28T19:39:28.657161
INV-0000419,PROD-0006,sale,-1,ORD-000487,2025-04-05,86.82,Sale from order ORD-000487,2026-04-28T19:39:28.657167
INV-0000420,PROD-0005,sale,-4,ORD-000449,2025-06-04,110.81,Sale from order ORD-000449,2026-04-28T19:39:28.657173
INV-0000421,PROD-0003,sale,-2,ORD-000622,2024-08-16,29.32,Sale from order ORD-000622,2026-04-28T19:39:28.657179
INV-0000422,PROD-0003,sale,-3,ORD-001276,2024-08-18,29.32,Sale from order ORD-001276,2026-04-28T19:39:28.657184
INV-0000423,PROD-0004,sale,-5,ORD-001377,2025-04-13,34.71,Sale from order ORD-001377,2026-04-28T19:39:28.657189
INV-0000424,PROD-0015,sale,-1,ORD-001940,2024-11-20,94.37,Sale from order ORD-001940,2026-04-28T19:39:28.657195
INV-0000425,PROD-0020,sale,-4,ORD-000160,2024-08-29,48.52,Sale from order ORD-000160,2026-04-28T19:39:28.657201
INV-0000426,PROD-0025,sale,-2,ORD-001442,2025-08-09,17.74,Sale from order ORD-001442,2026-04-28T19:39:28.657206
INV-0000427,PROD-0015,sale,-2,ORD-001548,2024-08-08,94.37,Sale from order ORD-001548,2026-04-28T19:39:28.657211
INV-0000428,PROD-0004,sale,-4,ORD-000858,2024-08-26,34.71,Sale from order ORD-000858,2026-04-28T19:39:28.657217
INV-0000429,PROD-0016,sale,-2,ORD-000942,2026-03-18,138.18,Sale from order ORD-000942,2026-04-28T19:39:28.657225
INV-0000430,PROD-0009,sale,-5,ORD-001606,2025-03-29,109.4,Sale from order ORD-001606,2026-04-28T19:39:28.657236
INV-0000431,PROD-0020,sale,-2,ORD-000026,2024-10-12,48.52,Sale from order ORD-000026,2026-04-28T19:39:28.657242
INV-0000432,PROD-0018,sale,-3,ORD-001857,2025-01-15,7.1,Sale from order ORD-001857,2026-04-28T19:39:28.657247
INV-0000433,PROD-0005,sale,-4,ORD-000404,2025-01-18,110.81,Sale from order ORD-000404,2026-04-28T19:39:28.657253
INV-0000434,PROD-0016,sale,-5,ORD-001629,2026-03-11,138.18,Sale from order ORD-001629,2026-04-28T19:39:28.657258
INV-0000435,PROD-0014,sale,-1,ORD-000311,2025-09-30,75.23,Sale from order ORD-000311,2026-04-28T19:39:28.657264
INV-0000436,PROD-0015,sale,-5,ORD-001877,2025-04-12,94.37,Sale from order ORD-001877,2026-04-28T19:39:28.657269
INV-0000437,PROD-0009,sale,-1,ORD-000313,2024-09-05,109.4,Sale from order ORD-000313,2026-04-28T19:39:28.657275
INV-0000438,PROD-0011,sale,-3,ORD-000131,2025-07-27,138.98,Sale from order ORD-000131,2026-04-28T19:39:28.657281
INV-0000439,PROD-0018,sale,-3,ORD-000977,2025-07-17,7.1,Sale from order ORD-000977,2026-04-28T19:39:28.657286
INV-0000440,PROD-0021,sale,-1,ORD-001790,2024-08-05,144.26,Sale from order ORD-001790,2026-04-28T19:39:28.657292
INV-0000441,PROD-0005,sale,-1,ORD-000185,2025-06-20,110.81,Sale from order ORD-000185,2026-04-28T19:39:28.657298
INV-0000442,PROD-0014,sale,-1,ORD-001508,2025-07-15,75.23,Sale from order ORD-001508,2026-04-28T19:39:28.657303
INV-0000443,PROD-0005,sale,-4,ORD-001356,2024-10-21,110.81,Sale from order ORD-001356,2026-04-28T19:39:28.657311
INV-0000444,PROD-0017,sale,-4,ORD-001666,2026-04-20,100.26,Sale from order ORD-001666,2026-04-28T19:39:28.657317
INV-0000445,PROD-0008,sale,-4,ORD-000722,2024-07-10,92.47,Sale from order ORD-000722,2026-04-28T19:39:28.657323
INV-0000446,PROD-0001,sale,-1,ORD-000700,2025-03-17,26.24,Sale from order ORD-000700,2026-04-28T19:39:28.657328
INV-0000447,PROD-0009,sale,-3,ORD-001833,2025-07-26,109.4,Sale from order ORD-001833,2026-04-28T19:39:28.657333
INV-0000448,PROD-0020,sale,-5,ORD-000139,2025-04-24,48.52,Sale from order ORD-000139,2026-04-28T19:39:28.657339
INV-0000449,PROD-0015,sale,-4,ORD-001779,2024-05-15,94.37,Sale from order ORD-001779,2026-04-28T19:39:28.657345
INV-0000450,PROD-0004,sale,-3,ORD-000994,2025-02-19,34.71,Sale from order ORD-000994,2026-04-28T19:39:28.657351
INV-0000451,PROD-0017,sale,-5,ORD-001140,2024-11-28,100.26,Sale from order ORD-001140,2026-04-28T19:39:28.657356
INV-0000452,PROD-0024,sale,-2,ORD-000971,2024-09-08,100.58,Sale from order ORD-000971,2026-04-28T19:39:28.657362
INV-0000453,PROD-0025,sale,-4,ORD-000687,2024-11-22,17.74,Sale from order ORD-000687,2026-04-28T19:39:28.657367
INV-0000454,PROD-0018,sale,-1,ORD-001732,2024-10-11,7.1,Sale from order ORD-001732,2026-04-28T19:39:28.657375
INV-0000455,PROD-0024,sale,-2,ORD-000354,2026-01-09,100.58,Sale from order ORD-000354,2026-04-28T19:39:28.657382
INV-0000456,PROD-0022,sale,-3,ORD-001607,2024-09-29,132.92,Sale from order ORD-001607,2026-04-28T19:39:28.657392
INV-0000457,PROD-0020,sale,-5,ORD-001990,2026-02-21,48.52,Sale from order ORD-001990,2026-04-28T19:39:28.657397
INV-0000458,PROD-0008,sale,-2,ORD-001069,2025-10-13,92.47,Sale from order ORD-001069,2026-04-28T19:39:28.657403
INV-0000459,PROD-0023,sale,-5,ORD-000812,2026-04-26,108.17,Sale from order ORD-000812,2026-04-28T19:39:28.657409
INV-0000460,PROD-0022,sale,-5,ORD-000162,2024-09-03,132.92,Sale from order ORD-000162,2026-04-28T19:39:28.657415
INV-0000461,PROD-0003,sale,-5,ORD-001017,2024-10-01,29.32,Sale from order ORD-001017,2026-04-28T19:39:28.657423
INV-0000462,PROD-0016,sale,-5,ORD-000879,2025-12-03,138.18,Sale from order ORD-000879,2026-04-28T19:39:28.657430
INV-0000463,PROD-0007,sale,-4,ORD-000225,2025-07-31,61.76,Sale from order ORD-000225,2026-04-28T19:39:28.657435
INV-0000464,PROD-0017,sale,-4,ORD-000335,2025-12-03,100.26,Sale from order ORD-000335,2026-04-28T19:39:28.657441
INV-0000465,PROD-0009,sale,-2,ORD-001022,2025-01-14,109.4,Sale from order ORD-001022,2026-04-28T19:39:28.657446
INV-0000466,PROD-0004,sale,-3,ORD-000804,2024-06-16,34.71,Sale from order ORD-000804,2026-04-28T19:39:28.657452
INV-0000467,PROD-0003,sale,-1,ORD-000632,2024-06-15,29.32,Sale from order ORD-000632,2026-04-28T19:39:28.657458
INV-0000468,PROD-0024,sale,-2,ORD-001211,2024-06-11,100.58,Sale from order ORD-001211,2026-04-28T19:39:28.657463
INV-0000469,PROD-0023,sale,-4,ORD-000491,2025-04-21,108.17,Sale from order ORD-000491,2026-04-28T19:39:28.657472
INV-0000470,PROD-0003,sale,-1,ORD-001228,2025-12-05,29.32,Sale from order ORD-001228,2026-04-28T19:39:28.657477
INV-0000471,PROD-0019,sale,-1,ORD-000099,2025-10-17,108.79,Sale from order ORD-000099,2026-04-28T19:39:28.657483
INV-0000472,PROD-0024,sale,-2,ORD-000691,2026-02-20,100.58,Sale from order ORD-000691,2026-04-28T19:39:28.657489
INV-0000473,PROD-0017,sale,-2,ORD-001965,2025-01-23,100.26,Sale from order ORD-001965,2026-04-28T19:39:28.657494
INV-0000474,PROD-0016,sale,-4,ORD-000166,2024-09-08,138.18,Sale from order ORD-000166,2026-04-28T19:39:28.657500
INV-0000475,PROD-0011,sale,-4,ORD-000767,2024-09-20,138.98,Sale from order ORD-000767,2026-04-28T19:39:28.657506
INV-0000476,PROD-0022,sale,-3,ORD-000303,2025-10-21,132.92,Sale from order ORD-000303,2026-04-28T19:39:28.657511
INV-0000477,PROD-0007,sale,-5,ORD-000926,2024-06-29,61.76,Sale from order ORD-000926,2026-04-28T19:39:28.657516
INV-0000478,PROD-0019,sale,-5,ORD-001842,2026-01-29,108.79,Sale from order ORD-001842,2026-04-28T19:39:28.657522
INV-0000479,PROD-0023,sale,-2,ORD-000588,2024-07-25,108.17,Sale from order ORD-000588,2026-04-28T19:39:28.657530
INV-0000480,PROD-0016,sale,-4,ORD-001770,2026-04-18,138.18,Sale from order ORD-001770,2026-04-28T19:39:28.657536
INV-0000481,PROD-0023,sale,-4,ORD-001574,2024-12-28,108.17,Sale from order ORD-001574,2026-04-28T19:39:28.657542
INV-0000482,PROD-0008,sale,-2,ORD-001112,2025-09-17,92.47,Sale from order ORD-001112,2026-04-28T19:39:28.657550
INV-0000483,PROD-0014,sale,-3,ORD-001342,2025-12-22,75.23,Sale from order ORD-001342,2026-04-28T19:39:28.657557
INV-0000484,PROD-0006,sale,-4,ORD-001253,2024-11-07,86.82,Sale from order ORD-001253,2026-04-28T19:39:28.657563
INV-0000485,PROD-0022,sale,-4,ORD-000153,2025-11-01,132.92,Sale from order ORD-000153,2026-04-28T19:39:28.657568
INV-0000486,PROD-0025,sale,-4,ORD-000070,2025-02-13,17.74,Sale from order ORD-000070,2026-04-28T19:39:28.657574
INV-0000487,PROD-0015,sale,-2,ORD-001874,2024-06-10,94.37,Sale from order ORD-001874,2026-04-28T19:39:28.657579
INV-0000488,PROD-0001,sale,-1,ORD-001437,2026-02-27,26.24,Sale from order ORD-001437,2026-04-28T19:39:28.657585
INV-0000489,PROD-0009,sale,-2,ORD-001858,2025-11-04,109.4,Sale from order ORD-001858,2026-04-28T19:39:28.657590
INV-0000490,PROD-0007,sale,-3,ORD-000865,2025-12-18,61.76,Sale from order ORD-000865,2026-04-28T19:39:28.657595
INV-0000491,PROD-0022,sale,-2,ORD-000688,2024-10-27,132.92,Sale from order ORD-000688,2026-04-28T19:39:28.657601
INV-0000492,PROD-0016,sale,-5,ORD-001956,2024-08-28,138.18,Sale from order ORD-001956,2026-04-28T19:39:28.657609
INV-0000493,PROD-0022,sale,-3,ORD-000145,2025-08-11,132.92,Sale from order ORD-000145,2026-04-28T19:39:28.657615
INV-0000494,PROD-0008,sale,-3,ORD-001036,2024-10-31,92.47,Sale from order ORD-001036,2026-04-28T19:39:28.657620
INV-0000495,PROD-0002,sale,-4,ORD-001513,2025-05-13,60.12,Sale from order ORD-001513,2026-04-28T19:39:28.657628
INV-0000496,PROD-0003,sale,-4,ORD-000510,2025-06-07,29.32,Sale from order ORD-000510,2026-04-28T19:39:28.657635
INV-0000497,PROD-0005,sale,-4,ORD-000863,2025-04-04,110.81,Sale from order ORD-000863,2026-04-28T19:39:28.657640
INV-0000498,PROD-0013,sale,-4,ORD-001207,2026-03-28,56.82,Sale from order ORD-001207,2026-04-28T19:39:28.657646
INV-0000499,PROD-0009,sale,-4,ORD-001016,2024-12-03,109.4,Sale from order ORD-001016,2026-04-28T19:39:28.657651
INV-0000500,PROD-0017,sale,-3,ORD-000600,2025-06-20,100.26,Sale from order ORD-000600,2026-04-28T19:39:28.657657
INV-0000501,PROD-0017,sale,-4,ORD-000514,2025-05-12,100.26,Sale from order ORD-000514,2026-04-28T19:39:28.657663
INV-0000502,PROD-0001,sale,-3,ORD-001309,2024-05-28,26.24,Sale from order ORD-001309,2026-04-28T19:39:28.657668
INV-0000503,PROD-0013,sale,-3,ORD-000297,2025-03-17,56.82,Sale from order ORD-000297,2026-04-28T19:39:28.657674
INV-0000504,PROD-0004,sale,-2,ORD-000467,2024-11-26,34.71,Sale from order ORD-000467,2026-04-28T19:39:28.657681
INV-0000505,PROD-0003,sale,-1,ORD-000484,2024-06-07,29.32,Sale from order ORD-000484,2026-04-28T19:39:28.657688
INV-0000506,PROD-0013,sale,-4,ORD-000815,2024-05-29,56.82,Sale from order ORD-000815,2026-04-28T19:39:28.657693
INV-0000507,PROD-0013,sale,-1,ORD-000751,2024-12-03,56.82,Sale from order ORD-000751,2026-04-28T19:39:28.657699
INV-0000508,PROD-0024,sale,-2,ORD-000483,2024-06-18,100.58,Sale from order ORD-000483,2026-04-28T19:39:28.657712
INV-0000509,PROD-0020,sale,-4,ORD-001853,2024-12-30,48.52,Sale from order ORD-001853,2026-04-28T19:39:28.657718
INV-0000510,PROD-0005,sale,-5,ORD-001090,2025-02-11,110.81,Sale from order ORD-001090,2026-04-28T19:39:28.657723
INV-0000511,PROD-0010,sale,-3,ORD-000120,2025-07-22,146.54,Sale from order ORD-000120,2026-04-28T19:39:28.657729
INV-0000512,PROD-0004,sale,-2,ORD-001003,2025-04-29,34.71,Sale from order ORD-001003,2026-04-28T19:39:28.657734
INV-0000513,PROD-0024,sale,-3,ORD-000386,2024-05-04,100.58,Sale from order ORD-000386,2026-04-28T19:39:28.657740
INV-0000514,PROD-0014,sale,-1,ORD-001829,2024-06-15,75.23,Sale from order ORD-001829,2026-04-28T19:39:28.657746
INV-0000515,PROD-0020,sale,-5,ORD-001729,2025-06-02,48.52,Sale from order ORD-001729,2026-04-28T19:39:28.657751
INV-0000516,PROD-0002,sale,-1,ORD-001254,2025-05-08,60.12,Sale from order ORD-001254,2026-04-28T19:39:28.657757
INV-0000517,PROD-0022,sale,-3,ORD-001050,2024-05-21,132.92,Sale from order ORD-001050,2026-04-28T19:39:28.657762
INV-0000518,PROD-0017,sale,-1,ORD-001525,2026-01-04,100.26,Sale from order ORD-001525,2026-04-28T19:39:28.657768
INV-0000519,PROD-0013,sale,-5,ORD-000328,2025-08-14,56.82,Sale from order ORD-000328,2026-04-28T19:39:28.657773
INV-0000520,PROD-0003,sale,-1,ORD-000102,2025-08-14,29.32,Sale from order ORD-000102,2026-04-28T19:39:28.657778
INV-0000521,PROD-0014,sale,-3,ORD-001264,2024-06-01,75.23,Sale from order ORD-001264,2026-04-28T19:39:28.657787
INV-0000522,PROD-0019,sale,-3,ORD-000085,2024-12-26,108.79,Sale from order ORD-000085,2026-04-28T19:39:28.657793
INV-0000523,PROD-0022,sale,-1,ORD-001759,2025-09-21,132.92,Sale from order ORD-001759,2026-04-28T19:39:28.657799
INV-0000524,PROD-0007,sale,-4,ORD-001622,2024-09-08,61.76,Sale from order ORD-001622,2026-04-28T19:39:28.657807
INV-0000525,PROD-0007,sale,-2,ORD-001195,2025-04-09,61.76,Sale from order ORD-001195,2026-04-28T19:39:28.657813
INV-0000526,PROD-0014,sale,-2,ORD-000594,2025-11-04,75.23,Sale from order ORD-000594,2026-04-28T19:39:28.657819
INV-0000527,PROD-0008,sale,-4,ORD-001010,2025-10-30,92.47,Sale from order ORD-001010,2026-04-28T19:39:28.657824
INV-0000528,PROD-0011,sale,-1,ORD-001063,2024-11-03,138.98,Sale from order ORD-001063,2026-04-28T19:39:28.657830
INV-0000529,PROD-0011,sale,-3,ORD-001362,2026-01-26,138.98,Sale from order ORD-001362,2026-04-28T19:39:28.657838
INV-0000530,PROD-0007,sale,-2,ORD-000112,2024-09-06,61.76,Sale from order ORD-000112,2026-04-28T19:39:28.657844
INV-0000531,PROD-0006,sale,-4,ORD-000606,2026-01-28,86.82,Sale from order ORD-000606,2026-04-28T19:39:28.657850
INV-0000532,PROD-0001,sale,-2,ORD-000236,2025-09-25,26.24,Sale from order ORD-000236,2026-04-28T19:39:28.657856
INV-0000533,PROD-0016,sale,-5,ORD-001102,2024-07-18,138.18,Sale from order ORD-001102,2026-04-28T19:39:28.657862
INV-0000534,PROD-0009,sale,-4,ORD-001119,2025-05-26,109.4,Sale from order ORD-001119,2026-04-28T19:39:28.657870
INV-0000535,PROD-0023,sale,-2,ORD-001784,2026-03-10,108.17,Sale from order ORD-001784,2026-04-28T19:39:28.657876
INV-0000536,PROD-0010,sale,-1,ORD-000043,2024-08-13,146.54,Sale from order ORD-000043,2026-04-28T19:39:28.657882
INV-0000537,PROD-0013,sale,-5,ORD-001138,2025-06-26,56.82,Sale from order ORD-001138,2026-04-28T19:39:28.657887
INV-0000538,PROD-0007,sale,-4,ORD-000038,2025-02-16,61.76,Sale from order ORD-000038,2026-04-28T19:39:28.657893
INV-0000539,PROD-0011,sale,-5,ORD-000682,2025-12-24,138.98,Sale from order ORD-000682,2026-04-28T19:39:28.657898
INV-0000540,PROD-0024,sale,-3,ORD-000978,2025-02-02,100.58,Sale from order ORD-000978,2026-04-28T19:39:28.657904
INV-0000541,PROD-0023,sale,-3,ORD-001094,2025-01-31,108.17,Sale from order ORD-001094,2026-04-28T19:39:28.657909
INV-0000542,PROD-0017,sale,-4,ORD-000055,2025-09-06,100.26,Sale from order ORD-000055,2026-04-28T19:39:28.657914
INV-0000543,PROD-0023,sale,-1,ORD-000114,2025-02-15,108.17,Sale from order ORD-000114,2026-04-28T19:39:28.657920
INV-0000544,PROD-0005,sale,-2,ORD-001859,2024-10-23,110.81,Sale from order ORD-001859,2026-04-28T19:39:28.657925
INV-0000545,PROD-0025,sale,-1,ORD-000850,2025-07-07,17.74,Sale from order ORD-000850,2026-04-28T19:39:28.657931
INV-0000546,PROD-0016,sale,-1,ORD-000590,2025-03-20,138.18,Sale from order ORD-000590,2026-04-28T19:39:28.657936
INV-0000547,PROD-0002,sale,-3,ORD-001546,2026-02-12,60.12,Sale from order ORD-001546,2026-04-28T19:39:28.657945
INV-0000548,PROD-0013,sale,-3,ORD-001976,2024-08-24,56.82,Sale from order ORD-001976,2026-04-28T19:39:28.657950
INV-0000549,PROD-0002,sale,-1,ORD-001449,2026-01-13,60.12,Sale from order ORD-001449,2026-04-28T19:39:28.657956
INV-0000550,PROD-0014,sale,-4,ORD-000471,2024-10-30,75.23,Sale from order ORD-000471,2026-04-28T19:39:28.657961
INV-0000551,PROD-0010,sale,-1,ORD-001852,2026-04-21,146.54,Sale from order ORD-001852,2026-04-28T19:39:28.657967
INV-0000552,PROD-0012,sale,-5,ORD-001634,2024-06-10,87.8,Sale from order ORD-001634,2026-04-28T19:39:28.657973
INV-0000553,PROD-0013,sale,-4,ORD-000176,2025-09-09,56.82,Sale from order ORD-000176,2026-04-28T19:39:28.657978
INV-0000554,PROD-0020,sale,-3,ORD-001575,2025-07-01,48.52,Sale from order ORD-001575,2026-04-28T19:39:28.657986
INV-0000555,PROD-0022,sale,-2,ORD-001559,2024-12-01,132.92,Sale from order ORD-001559,2026-04-28T19:39:28.657994
INV-0000556,PROD-0010,sale,-1,ORD-000927,2025-07-07,146.54,Sale from order ORD-000927,2026-04-28T19:39:28.658000
INV-0000557,PROD-0021,sale,-5,ORD-001641,2026-04-10,144.26,Sale from order ORD-001641,2026-04-28T19:39:28.658006
INV-0000558,PROD-0016,sale,-3,ORD-000468,2026-03-17,138.18,Sale from order ORD-000468,2026-04-28T19:39:28.658011
INV-0000559,PROD-0004,sale,-3,ORD-001765,2024-06-28,34.71,Sale from order ORD-001765,2026-04-28T19:39:28.658017
INV-0000560,PROD-0025,sale,-3,ORD-001537,2025-08-02,17.74,Sale from order ORD-001537,2026-04-28T19:39:28.658025
INV-0000561,PROD-0001,sale,-4,ORD-001424,2025-05-04,26.24,Sale from order ORD-001424,2026-04-28T19:39:28.658031
INV-0000562,PROD-0011,sale,-4,ORD-001901,2025-12-24,138.98,Sale from order ORD-001901,2026-04-28T19:39:28.658037
INV-0000563,PROD-0014,sale,-3,ORD-001058,2025-04-17,75.23,Sale from order ORD-001058,2026-04-28T19:39:28.658043
INV-0000564,PROD-0010,sale,-5,ORD-001671,2024-12-23,146.54,Sale from order ORD-001671,2026-04-28T19:39:28.658048
INV-0000565,PROD-0013,sale,-2,ORD-001975,2025-01-04,56.82,Sale from order ORD-001975,2026-04-28T19:39:28.658053
INV-0000566,PROD-0025,sale,-5,ORD-000817,2025-04-29,17.74,Sale from order ORD-000817,2026-04-28T19:39:28.658059
INV-0000567,PROD-0006,sale,-1,ORD-000853,2026-04-25,86.82,Sale from order ORD-000853,2026-04-28T19:39:28.658065
INV-0000568,PROD-0010,sale,-5,ORD-000846,2024-09-09,146.54,Sale from order ORD-000846,2026-04-28T19:39:28.658070
INV-0000569,PROD-0004,sale,-5,ORD-001487,2024-11-20,34.71,Sale from order ORD-001487,2026-04-28T19:39:28.658076
INV-0000570,PROD-0013,sale,-3,ORD-000769,2026-01-25,56.82,Sale from order ORD-000769,2026-04-28T19:39:28.658081
INV-0000571,PROD-0006,sale,-3,ORD-000272,2024-07-26,86.82,Sale from order ORD-000272,2026-04-28T19:39:28.658087
INV-0000572,PROD-0023,sale,-1,ORD-000662,2025-01-17,108.17,Sale from order ORD-000662,2026-04-28T19:39:28.658092
INV-0000573,PROD-0010,sale,-2,ORD-000873,2025-12-06,146.54,Sale from order ORD-000873,2026-04-28T19:39:28.658101
INV-0000574,PROD-0013,sale,-3,ORD-001443,2024-06-29,56.82,Sale from order ORD-001443,2026-04-28T19:39:28.658107
INV-0000575,PROD-0010,sale,-3,ORD-001326,2025-11-24,146.54,Sale from order ORD-001326,2026-04-28T19:39:28.658112
INV-0000576,PROD-0003,sale,-5,ORD-001636,2025-06-13,29.32,Sale from order ORD-001636,2026-04-28T19:39:28.658118
INV-0000577,PROD-0003,sale,-4,ORD-001101,2025-08-23,29.32,Sale from order ORD-001101,2026-04-28T19:39:28.658123
INV-0000578,PROD-0002,sale,-1,ORD-001589,2024-12-17,60.12,Sale from order ORD-001589,2026-04-28T19:39:28.658129
INV-0000579,PROD-0021,sale,-2,ORD-000063,2024-08-16,144.26,Sale from order ORD-000063,2026-04-28T19:39:28.658136
INV-0000580,PROD-0023,sale,-2,ORD-001861,2025-06-16,108.17,Sale from order ORD-001861,2026-04-28T19:39:28.658143
INV-0000581,PROD-0005,sale,-4,ORD-001056,2024-06-13,110.81,Sale from order ORD-001056,2026-04-28T19:39:28.658148
INV-0000582,PROD-0022,sale,-3,ORD-000581,2025-07-14,132.92,Sale from order ORD-000581,2026-04-28T19:39:28.658157
INV-0000583,PROD-0023,sale,-4,ORD-000674,2024-10-12,108.17,Sale from order ORD-000674,2026-04-28T19:39:28.658163
INV-0000584,PROD-0016,sale,-5,ORD-000037,2025-09-21,138.18,Sale from order ORD-000037,2026-04-28T19:39:28.658169
INV-0000585,PROD-0020,sale,-2,ORD-000231,2024-07-20,48.52,Sale from order ORD-000231,2026-04-28T19:39:28.658174
INV-0000586,PROD-0014,sale,-4,ORD-000969,2025-08-22,75.23,Sale from order ORD-000969,2026-04-28T19:39:28.658182
INV-0000587,PROD-0005,sale,-3,ORD-000211,2025-01-23,110.81,Sale from order ORD-000211,2026-04-28T19:39:28.658190
INV-0000588,PROD-0008,sale,-3,ORD-001057,2025-11-01,92.47,Sale from order ORD-001057,2026-04-28T19:39:28.658196
INV-0000589,PROD-0023,sale,-1,ORD-000540,2024-06-15,108.17,Sale from order ORD-000540,2026-04-28T19:39:28.658202
INV-0000590,PROD-0015,sale,-5,ORD-001593,2024-08-09,94.37,Sale from order ORD-001593,2026-04-28T19:39:28.658207
INV-0000591,PROD-0022,sale,-1,ORD-000619,2024-05-04,132.92,Sale from order ORD-000619,2026-04-28T19:39:28.658213
INV-0000592,PROD-0010,sale,-5,ORD-000492,2026-02-11,146.54,Sale from order ORD-000492,2026-04-28T19:39:28.658219
INV-0000593,PROD-0022,sale,-1,ORD-000627,2025-09-22,132.92,Sale from order ORD-000627,2026-04-28T19:39:28.658224
INV-0000594,PROD-0018,sale,-5,ORD-000962,2025-06-10,7.1,Sale from order ORD-000962,2026-04-28T19:39:28.658230
INV-0000595,PROD-0023,sale,-4,ORD-001958,2026-03-25,108.17,Sale from order ORD-001958,2026-04-28T19:39:28.658236
INV-0000596,PROD-0012,sale,-5,ORD-000737,2025-09-24,87.8,Sale from order ORD-000737,2026-04-28T19:39:28.658242
INV-0000597,PROD-0013,sale,-1,ORD-000813,2024-06-15,56.82,Sale from order ORD-000813,2026-04-28T19:39:28.658247
INV-0000598,PROD-0010,sale,-4,ORD-001801,2024-06-25,146.54,Sale from order ORD-001801,2026-04-28T19:39:28.658252
INV-0000599,PROD-0020,sale,-2,ORD-001355,2025-08-30,48.52,Sale from order ORD-001355,2026-04-28T19:39:28.658261
INV-0000600,PROD-0022,sale,-1,ORD-001906,2026-02-13,132.92,Sale from order ORD-001906,2026-04-28T19:39:28.658267
INV-0000601,PROD-0023,sale,-1,ORD-001465,2025-12-15,108.17,Sale from order ORD-001465,2026-04-28T19:39:28.658272
INV-0000602,PROD-0019,sale,-2,ORD-000544,2025-10-12,108.79,Sale from order ORD-000544,2026-04-28T19:39:28.658278
INV-0000603,PROD-0022,sale,-4,ORD-000472,2025-12-11,132.92,Sale from order ORD-000472,2026-04-28T19:39:28.658284
INV-0000604,PROD-0018,sale,-4,ORD-000444,2025-12-03,7.1,Sale from order ORD-000444,2026-04-28T19:39:28.658292
INV-0000605,PROD-0025,sale,-3,ORD-001757,2024-07-15,17.74,Sale from order ORD-001757,2026-04-28T19:39:28.658298
INV-0000606,PROD-0016,sale,-3,ORD-000652,2026-03-04,138.18,Sale from order ORD-000652,2026-04-28T19:39:28.658304
INV-0000607,PROD-0003,sale,-2,ORD-001998,2025-01-24,29.32,Sale from order ORD-001998,2026-04-28T19:39:28.658309
INV-0000608,PROD-0006,sale,-5,ORD-000677,2025-08-16,86.82,Sale from order ORD-000677,2026-04-28T19:39:28.658314
INV-0000609,PROD-0016,sale,-4,ORD-000952,2025-11-26,138.18,Sale from order ORD-000952,2026-04-28T19:39:28.658320
INV-0000610,PROD-0016,sale,-1,ORD-001300,2024-06-20,138.18,Sale from order ORD-001300,2026-04-28T19:39:28.658325
INV-0000611,PROD-0022,sale,-3,ORD-000246,2024-12-23,132.92,Sale from order ORD-000246,2026-04-28T19:39:28.658331
INV-0000612,PROD-0009,sale,-3,ORD-001031,2025-10-06,109.4,Sale from order ORD-001031,2026-04-28T19:39:28.658339
INV-0000613,PROD-0016,sale,-1,ORD-001737,2025-02-18,138.18,Sale from order ORD-001737,2026-04-28T19:39:28.658345
INV-0000614,PROD-0018,sale,-4,ORD-001941,2025-09-05,7.1,Sale from order ORD-001941,2026-04-28T19:39:28.658350
INV-0000615,PROD-0019,sale,-3,ORD-001418,2024-05-10,108.79,Sale from order ORD-001418,2026-04-28T19:39:28.658356
INV-0000616,PROD-0022,sale,-1,ORD-000247,2024-07-15,132.92,Sale from order ORD-000247,2026-04-28T19:39:28.658361
INV-0000617,PROD-0008,sale,-5,ORD-000834,2024-11-28,92.47,Sale from order ORD-000834,2026-04-28T19:39:28.658367
INV-0000618,PROD-0002,sale,-3,ORD-000397,2024-06-30,60.12,Sale from order ORD-000397,2026-04-28T19:39:28.658375
INV-0000619,PROD-0002,sale,-5,ORD-001281,2025-10-18,60.12,Sale from order ORD-001281,2026-04-28T19:39:28.658381
INV-0000620,PROD-0002,sale,-5,ORD-001043,2026-02-19,60.12,Sale from order ORD-001043,2026-04-28T19:39:28.658386
INV-0000621,PROD-0014,sale,-2,ORD-000286,2024-08-06,75.23,Sale from order ORD-000286,2026-04-28T19:39:28.658392
INV-0000622,PROD-0023,sale,-5,ORD-000833,2025-06-08,108.17,Sale from order ORD-000833,2026-04-28T19:39:28.658398
INV-0000623,PROD-0025,sale,-2,ORD-001689,2025-05-09,17.74,Sale from order ORD-001689,2026-04-28T19:39:28.658403
INV-0000624,PROD-0011,sale,-3,ORD-000918,2024-11-03,138.98,Sale from order ORD-000918,2026-04-28T19:39:28.658409
INV-0000625,PROD-0021,sale,-4,ORD-001493,2025-07-04,144.26,Sale from order ORD-001493,2026-04-28T19:39:28.658417
